cl_url,cl_photo_path,user_id,cl_category
https://www.musinsa.com/app/goods/3786301?loc=goods_rank,https://image.msscdn.net/images/goods_img/20240110/3786301/3786301_17048711878351_500.jpg,1,40
https://www.musinsa.com/app/goods/3290281?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230511/3290281/3290281_16837932306640_500.jpg,1,40
https://www.musinsa.com/app/goods/3771106?loc=goods_rank,https://image.msscdn.net/images/goods_img/20240102/3771106/3771106_17041841891976_500.jpg,1,40
https://www.musinsa.com/app/goods/1178135?loc=goods_rank,https://image.msscdn.net/images/goods_img/20191007/1178135/1178135_16896579275774_500.jpg,1,40
https://www.musinsa.com/app/goods/3983703?loc=goods_rank,https://image.msscdn.net/images/goods_img/20240322/3983703/3983703_17110921929353_500.jpg,1,40
https://www.musinsa.com/app/goods/4068833?loc=goods_rank,https://image.msscdn.net/images/goods_img/20240419/4068833/4068833_17139247144596_500.jpg,1,40
https://www.musinsa.com/app/goods/1622069?loc=goods_rank,https://image.msscdn.net/images/goods_img/20200924/1622069/1622069_1_500.jpg,1,40
https://www.musinsa.com/app/goods/3030422?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230118/3030422/3030422_16747863419428_500.jpg,1,40
https://www.musinsa.com/app/goods/1492897?loc=goods_rank,https://image.msscdn.net/images/goods_img/20200622/1492897/1492897_1_500.jpg,1,40
https://www.musinsa.com/app/goods/3688119?loc=goods_rank,https://image.msscdn.net/images/goods_img/20231106/3688119/3688119_16992573977680_500.jpg,1,40
https://www.musinsa.com/app/goods/4075076?loc=goods_rank,https://image.msscdn.net/images/goods_img/20240422/4075076/4075076_17138500059413_500.jpg,1,40
https://www.musinsa.com/app/goods/1094877?loc=goods_rank,https://image.msscdn.net/images/goods_img/20190712/1094877/1094877_16952766640588_500.jpg,1,40
https://www.musinsa.com/app/goods/577636?loc=goods_rank,https://image.msscdn.net/images/goods_img/20170615/577636/577636_5_500.jpg,1,40
https://www.musinsa.com/app/goods/3377423?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230622/3377423/3377423_17090903223985_500.jpg,1,40
https://www.musinsa.com/app/goods/3727282?loc=goods_rank,https://image.msscdn.net/images/goods_img/20231121/3727282/3727282_17005594802049_500.jpg,1,40
https://www.musinsa.com/app/goods/3756239?loc=goods_rank,https://image.msscdn.net/images/goods_img/20231214/3756239/3756239_17043279180687_500.jpg,1,40
https://www.musinsa.com/app/goods/810034?loc=goods_rank,https://image.msscdn.net/images/goods_img/20180703/810034/810034_16896467174249_500.jpg,1,40
https://www.musinsa.com/app/goods/3725355?loc=goods_rank,https://image.msscdn.net/images/goods_img/20231121/3725355/3725355_17011582095062_500.jpg,1,40
https://www.musinsa.com/app/goods/3012222?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230110/3012222/3012222_16733124431111_500.jpg,1,40
https://www.musinsa.com/app/goods/3277237?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230504/3277237/3277237_16836364322403_500.jpg,1,40
https://www.musinsa.com/app/goods/3575024?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230919/3575024/3575024_17009263318057_500.jpg,1,40
https://www.musinsa.com/app/goods/1729744?loc=goods_rank,https://image.msscdn.net/images/goods_img/20201223/1729744/1729744_3_500.jpg,1,40
https://www.musinsa.com/app/goods/3606176?loc=goods_rank,https://image.msscdn.net/images/goods_img/20231005/3606176/3606176_16965597038728_500.jpg,1,40
https://www.musinsa.com/app/goods/3046012?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230130/3046012/3046012_16953689425582_500.jpg,1,40
https://www.musinsa.com/app/goods/3046006?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230130/3046006/3046006_16953689334636_500.jpg,1,40
https://www.musinsa.com/app/goods/3210094?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230405/3210094/3210094_16806837932285_500.jpg,1,40
https://www.musinsa.com/app/goods/2405943?loc=goods_rank,https://image.msscdn.net/images/goods_img/20220308/2405943/2405943_1_500.jpg,1,40
https://www.musinsa.com/app/goods/3455645?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230809/3455645/3455645_16916351138617_500.jpg,1,40
https://www.musinsa.com/app/goods/3362670?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230613/3362670/3362670_16874181745343_500.jpg,1,40
https://www.musinsa.com/app/goods/4075077?loc=goods_rank,https://image.msscdn.net/images/goods_img/20240422/4075077/4075077_17138499341881_500.jpg,1,40
