cl_url,cl_photo_path,user_id,cl_category
https://www.musinsa.com/app/goods/1535607?loc=goods_rank,https://image.msscdn.net/images/goods_img/20200803/1535607/1535607_1_500.jpg,1,50
https://www.musinsa.com/app/goods/1661683?loc=goods_rank,https://image.msscdn.net/images/goods_img/20201023/1661683/1661683_1_500.jpg,1,50
https://www.musinsa.com/app/goods/2288198?loc=goods_rank,https://image.msscdn.net/images/goods_img/20220102/2288198/2288198_1_500.jpg,1,50
https://www.musinsa.com/app/goods/931925?loc=goods_rank,https://image.msscdn.net/images/goods_img/20190111/931925/931925_17140246371745_500.jpg,1,50
https://www.musinsa.com/app/goods/2288185?loc=goods_rank,https://image.msscdn.net/images/goods_img/20220101/2288185/2288185_17000583945939_500.jpg,1,50
https://www.musinsa.com/app/goods/1812275?loc=goods_rank,https://image.msscdn.net/images/goods_img/20210224/1812275/1812275_1_500.jpg,1,50
https://www.musinsa.com/app/goods/2517252?loc=goods_rank,https://image.msscdn.net/images/goods_img/20220427/2517252/2517252_1_500.jpg,1,50
https://www.musinsa.com/app/goods/2288227?loc=goods_rank,https://image.msscdn.net/images/goods_img/20220102/2288227/2288227_1_500.jpg,1,50
https://www.musinsa.com/app/goods/1806399?loc=goods_rank,https://image.msscdn.net/images/goods_img/20210221/1806399/1806399_1_500.jpg,1,50
https://www.musinsa.com/app/goods/3111639?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230227/3111639/3111639_16774986992792_500.jpg,1,50
https://www.musinsa.com/app/goods/2584814?loc=goods_rank,https://image.msscdn.net/images/goods_img/20220526/2584814/2584814_16746467780043_500.jpg,1,50
https://www.musinsa.com/app/goods/3503133?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230827/3503133/3503133_16930773612234_500.jpg,1,50
https://www.musinsa.com/app/goods/3925325?loc=goods_rank,https://image.msscdn.net/images/goods_img/20240305/3925325/3925325_17096294280208_500.jpg,1,50
https://www.musinsa.com/app/goods/1763980?loc=goods_rank,https://image.msscdn.net/images/goods_img/20210127/1763980/1763980_1_500.jpg,1,50
https://www.musinsa.com/app/goods/3090474?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230217/3090474/3090474_16768721099682_500.jpg,1,50
https://www.musinsa.com/app/goods/3222622?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230411/3222622/3222622_16831638792442_500.jpg,1,50
https://www.musinsa.com/app/goods/2584292?loc=goods_rank,https://image.msscdn.net/images/goods_img/20220526/2584292/2584292_16746460512889_500.jpg,1,50
https://www.musinsa.com/app/goods/2288234?loc=goods_rank,https://image.msscdn.net/images/goods_img/20220102/2288234/2288234_1_500.jpg,1,50
https://www.musinsa.com/app/goods/287744?loc=goods_rank,https://image.msscdn.net/images/goods_img/20151204/287744/287744_1_500.jpg,1,50
https://www.musinsa.com/app/goods/2066861?loc=goods_rank,https://image.msscdn.net/images/goods_img/20210817/2066861/2066861_1_500.jpg,1,50
