cl_url,cl_photo_path,user_id,cl_category
https://www.musinsa.com/app/goods/2235274?loc=goods_rank,https://image.msscdn.net/images/goods_img/20211116/2235274/2235274_2_500.jpg,1,61
https://www.musinsa.com/app/goods/2577899?loc=goods_rank,https://image.msscdn.net/images/goods_img/20220524/2577899/2577899_1_500.jpg,1,61
https://www.musinsa.com/app/goods/3595802?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230926/3595802/3595802_16957104062604_500.jpg,1,61
https://www.musinsa.com/app/goods/3812939?loc=goods_rank,https://image.msscdn.net/images/goods_img/20240122/3812939/3812939_17059064972024_500.jpg,1,61
https://www.musinsa.com/app/goods/3880129?loc=goods_rank,https://image.msscdn.net/images/goods_img/20240219/3880129/3880129_17115039942689_500.jpg,1,61
https://www.musinsa.com/app/goods/3181544?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230327/3181544/3181544_16835163451125_500.jpg,1,61
https://www.musinsa.com/app/goods/1880752?loc=goods_rank,https://image.msscdn.net/images/goods_img/20210405/1880752/1880752_17116004116135_500.jpg,1,61
https://www.musinsa.com/app/goods/3348034?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230606/3348034/3348034_16860549358844_500.jpg,1,61
https://www.musinsa.com/app/goods/3595797?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230926/3595797/3595797_16957103920732_500.jpg,1,61
https://www.musinsa.com/app/goods/3181545?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230327/3181545/3181545_16830019404444_500.jpg,1,61
https://www.musinsa.com/app/goods/3348033?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230606/3348033/3348033_16860563279966_500.jpg,1,61
https://www.musinsa.com/app/goods/2930265?loc=goods_rank,https://image.msscdn.net/images/goods_img/20221109/2930265/2930265_17024313694634_500.jpg,1,61
https://www.musinsa.com/app/goods/2343665?loc=goods_rank,https://image.msscdn.net/images/goods_img/20220207/2343665/2343665_2_500.jpg,1,61
https://www.musinsa.com/app/goods/3029922?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230117/3029922/3029922_17147053704104_500.jpg,1,61
https://www.musinsa.com/app/goods/3718108?loc=goods_rank,https://image.msscdn.net/images/goods_img/20231116/3718108/3718108_17018438924528_500.jpg,1,61
https://www.musinsa.com/app/goods/3029920?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230117/3029920/3029920_17104903685471_500.jpg,1,61
https://www.musinsa.com/app/goods/2874755?loc=goods_rank,https://image.msscdn.net/images/goods_img/20221019/2874755/2874755_16728134249459_500.jpg,1,61
https://www.musinsa.com/app/goods/2624128?loc=goods_rank,https://image.msscdn.net/images/goods_img/20220620/2624128/2624128_1_500.jpg,1,61
https://www.musinsa.com/app/goods/3813824?loc=goods_rank,https://image.msscdn.net/images/goods_img/20240122/3813824/3813824_17073552256947_500.jpg,1,61
https://www.musinsa.com/app/goods/3541003?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230907/3541003/3541003_16940770746568_500.jpg,1,61
