cl_url,cl_photo_path,user_id,cl_category,cl_personal_color,cl_color
https://www.musinsa.com/app/goods/1149329?loc=goods_rank,https://image.msscdn.net/images/goods_img/20190910/1149329/1149329_16760172077751_500.jpg,1,21,spring,black
https://www.musinsa.com/app/goods/3791988?loc=goods_rank,https://image.msscdn.net/images/goods_img/20240112/3791988/3791988_17150620547239_500.jpg,1,21,summer,pink
https://www.musinsa.com/app/goods/2092852?loc=goods_rank,https://image.msscdn.net/images/goods_img/20210826/2092852/2092852_17086532214128_500.jpg,1,21,winter,white
https://www.musinsa.com/app/goods/4006691?loc=goods_rank,https://image.msscdn.net/images/goods_img/20240329/4006691/4006691_17137646141279_500.jpg,1,21,winter,black
https://www.musinsa.com/app/goods/2112059?loc=goods_rank,https://image.msscdn.net/images/goods_img/20210906/2112059/2112059_1_500.jpg,1,21,spring,gray
https://www.musinsa.com/app/goods/3037465?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230125/3037465/3037465_16766154771025_500.jpg,1,21,autumn,black
https://www.musinsa.com/app/goods/3674341?loc=goods_rank,https://image.msscdn.net/images/goods_img/20231101/3674341/3674341_17042599581270_500.jpg,1,21,winter,black
https://www.musinsa.com/app/goods/3443300?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230803/3443300/3443300_16913680049186_500.jpg,1,21,autumn,gray
https://www.musinsa.com/app/goods/3663072?loc=goods_rank,https://image.msscdn.net/images/goods_img/20231027/3663072/3663072_16988871011427_500.jpg,1,21,winter,brown
https://www.musinsa.com/app/goods/750908?loc=goods_rank,https://image.msscdn.net/images/goods_img/20180406/750908/750908_17067604174391_500.jpg,1,21,spring,black
https://www.musinsa.com/app/goods/1924274?loc=goods_rank,https://image.msscdn.net/images/goods_img/20210428/1924274/1924274_16807584621436_500.jpg,1,21,winter,white
https://www.musinsa.com/app/goods/2060719?loc=goods_rank,https://image.msscdn.net/images/goods_img/20210812/2060719/2060719_17086522564434_500.jpg,1,21,autumn,black
https://www.musinsa.com/app/goods/1551840?loc=goods_rank,https://image.msscdn.net/images/goods_img/20200818/1551840/1551840_1_500.jpg,1,21,winter,white
https://www.musinsa.com/app/goods/2112061?loc=goods_rank,https://image.msscdn.net/images/goods_img/20210906/2112061/2112061_1_500.jpg,1,21,winter,white
https://www.musinsa.com/app/goods/3175685?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230323/3175685/3175685_17144654601322_500.jpg,1,21,winter,black
https://www.musinsa.com/app/goods/3642581?loc=goods_rank,https://image.msscdn.net/images/goods_img/20231019/3642581/3642581_16977772857947_500.jpg,1,21,winter,white
https://www.musinsa.com/app/goods/3854089?loc=goods_rank,https://image.msscdn.net/images/goods_img/20240207/3854089/3854089_17072844226911_500.jpg,1,21,winter,white
https://www.musinsa.com/app/goods/3060319?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230204/3060319/3060319_17078717066589_500.jpg,1,21,spring,green
https://www.musinsa.com/app/goods/2477836?loc=goods_rank,https://image.msscdn.net/images/goods_img/20220408/2477836/2477836_17133978718239_500.jpg,1,21,spring,black
https://www.musinsa.com/app/goods/1440874?loc=goods_rank,https://image.msscdn.net/images/goods_img/20200512/1440874/1440874_17134090149927_500.jpg,1,21,spring,black
https://www.musinsa.com/app/goods/2551353?loc=goods_rank,https://image.msscdn.net/images/goods_img/20220511/2551353/2551353_1_500.jpg,1,21,winter,black
https://www.musinsa.com/app/goods/1985223?loc=goods_rank,https://image.msscdn.net/images/goods_img/20210607/1985223/1985223_2_500.jpg,1,21,summer,gray
https://www.musinsa.com/app/goods/3771991?loc=goods_rank,https://image.msscdn.net/images/goods_img/20240102/3771991/3771991_17126482686250_500.jpg,1,21,winter,green
https://www.musinsa.com/app/goods/2447804?loc=goods_rank,https://image.msscdn.net/images/goods_img/20220328/2447804/2447804_17135159287537_500.jpg,1,21,summer,gray
https://www.musinsa.com/app/goods/3051673?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230201/3051673/3051673_16893106348975_500.jpg,1,21,spring,white
https://www.musinsa.com/app/goods/2503134?loc=goods_rank,https://image.msscdn.net/images/goods_img/20220420/2503134/2503134_17146149662077_500.jpg,1,21,winter,black
https://www.musinsa.com/app/goods/3043508?loc=goods_rank,https://image.msscdn.net/images/goods_img/20230127/3043508/3043508_16756679025104_500.jpg,1,21,summer,gray
https://www.musinsa.com/app/goods/3684421?loc=goods_rank,https://image.msscdn.net/images/goods_img/20231103/3684421/3684421_17084893721246_500.jpg,1,21,winter,black
