Name,Red (8 bit),Green (8 bit),Blue (8 bit),percol,sub_percol,color
#B03433,176,52,51,winter,,brown
#90282C,144,40,44,winter,,brown
#742125,116,33,37,winter,,saddlebrown
#5C3068,92,48,104,winter,,darkslateblue
#2F623E,47,98,62,winter,,darkslategray
#6FC4E7,111,196,231,winter,,skyblue
#6993C9,105,147,201,winter,,cornflowerblue
#212B50,33,43,80,winter,,midnightblue
#242955,36,41,85,winter,,midnightblue
#EA7FB7,234,127,183,winter,,hotpink
#E5679C,229,103,156,winter,,palevioletred
#9C3967,156,57,103,winter,,indianred
#5B3674,91,54,116,winter,,darkslateblue
#373976,55,57,118,winter,,darkslateblue
#252E52,37,46,82,winter,,darkslategray
#223A34,34,58,52,winter,,darkslategray
#4A95A9,74,149,169,winter,,steelblue
#264C64,38,76,100,winter,,darkslategray
#6591E7,101,145,231,winter,,cornflowerblue
#4C2F4F,76,47,79,winter,,darkslategray
#332027,51,32,39,winter,,darkslategray
#D8E8E4,216,232,228,winter,,gainsboro
#C3D8DF,195,216,223,winter,,lightgray
#ECECC5,236,236,197,winter,,blanchedalmond
#F6F1EA,246,241,234,winter,,linen
#F2EDE9,242,237,233,winter,,linen
#BD4D87,189,77,135,winter,,palevioletred
#B83D68,184,61,104,winter,,indianred
#B7577B,183,87,123,winter,,indianred
#493572,73,53,114,winter,,darkslateblue
#3C3847,60,56,71,winter,,darkslategray
#5D4E97,93,78,151,winter,,darkslateblue
#50A493,80,164,147,winter,,cadetblue
#4F9EC9,79,158,201,winter,,steelblue
#3056A1,48,86,161,winter,,darkslateblue
#2B2122,43,33,34,winter,,black
#E86CB1,232,108,177,winter,,hotpink
#9A3A67,154,58,103,winter,,indianred
#6C2A43,108,42,67,winter,,brown
#985BA0,152,91,160,winter,,gray
#2F2C58,47,44,88,winter,,darkslategray
#262121,38,33,33,winter,,black
#2A2F26,42,47,38,winter,,darkslategray
#336B77,51,107,119,winter,,seagreen
#346893,52,104,147,winter,,steelblue
#2C508B,44,80,139,winter,,darkslateblue
#292231,41,34,49,winter,,darkslategray
#EBFE91,235,254,145,winter,,khaki
#EEFEA0,238,254,160,winter,,palegoldenrod
#ADBF61,173,191,97,winter,,darkkhaki
#DD4F5D,221,79,93,winter,,indianred
#DD383F,221,56,63,winter,,crimson
#C12A29,193,42,41,winter,,firebrick
#78172D,120,23,45,winter,,brown
#5A0E23,90,14,35,winter,,maroon
#792A43,121,42,67,winter,,brown
#3F219B,63,33,155,winter,,darkslateblue
#2F2F69,47,47,105,winter,,midnightblue
#29524D,41,82,77,winter,,darkslategray
#2C5E7C,44,94,124,winter,,darkslateblue
#202F5C,32,47,92,winter,,midnightblue
#231E20,35,30,32,winter,,black
#9B3567,155,53,103,winter,,mediumvioletred
#4E2539,78,37,57,winter,,darkslategray
#372330,55,35,48,winter,,darkslategray
#402B56,64,43,86,winter,,darkslategray
#212E4B,33,46,75,winter,,darkslategray
#2E2321,46,35,33,winter,,darkslategray
#20373D,32,55,61,winter,,darkslategray
#213142,33,49,66,winter,,darkslategray
#1F2C48,31,44,72,winter,,darkslategray
#2A1D22,42,29,34,winter,,black
#5F5F5F,95,95,95,winter,,dimgray
#97B993,151,185,147,winter,,darkseagreen
#498A3B,73,138,59,winter,,darkolivegreen
#62B74F,98,183,79,winter,,mediumseagreen
#27298A,39,41,138,winter,,midnightblue
#030367,3,3,103,winter,,navy
#040B89,4,11,137,winter,,darkblue
#5C3EA3,92,62,163,winter,,darkslateblue
#331977,51,25,119,winter,,midnightblue
