Name,Red (8 bit),Green (8 bit),Blue (8 bit),percol,sub_percol,color
#EE9C47,238,156,71,autumn,,orange
#ECA14A,236,161,74,autumn,,orange
#D97433,217,116,51,autumn,,orange
#AE3F4C,174,63,76,autumn,,brown
#909C61,144,156,97,autumn,,gray
#569183,86,145,131,autumn,,gray
#397288,57,114,136,autumn,,gray
#935374,147,83,116,autumn,,gray
#4C4532,76,69,50,autumn,,brown
#E08382,224,131,130,autumn,,pink
#DC7785,220,119,133,autumn,,pink
#56826D,86,130,109,autumn,,gray
#2F625D,47,98,93,autumn,,gray
#274B6B,39,75,107,autumn,,navy
#2F3350,47,51,80,autumn,,navy
#953E4A,149,62,74,autumn,,brown
#A19950,161,153,80,autumn,,gray
#3F764B,63,118,75,autumn,,gray
#66B0C4,102,176,196,autumn,,gray
#6D5C86,109,92,134,autumn,,gray
#6B5F38,107,95,56,autumn,,brown
#D1A366,209,163,102,autumn,,gray
#DDD0BD,221,208,189,autumn,,white
#C32F45,195,47,69,autumn,,brown
#D23242,210,50,66,autumn,,brown
#EB508D,235,80,141,autumn,,pink
#E37776,227,119,118,autumn,,pink
#53592E,83,89,46,autumn,,brown
#5F943D,95,148,61,autumn,,gray
#A68432,166,132,50,autumn,,gray
#656B36,101,107,54,autumn,,gray
#2B2C47,43,44,71,autumn,,navy
#585776,88,87,118,autumn,,gray
#923443,146,52,67,autumn,,brown
#60663E,96,102,62,autumn,,gray
#3A6354,58,99,84,autumn,,gray
#316472,49,100,114,autumn,,gray
#67384F,103,56,79,autumn,,brown
#B75C5A,183,92,90,autumn,,brown
#B35261,179,82,97,autumn,,brown
#4D887E,77,136,126,autumn,,gray
#3D7159,61,113,89,autumn,,gray
#5A74A1,90,116,161,autumn,,gray
#692D31,105,45,49,autumn,,brown
#6A5F34,106,95,52,autumn,,brown
#2E533A,46,83,58,autumn,,green
#377082,55,112,130,autumn,,gray
#433951,67,57,81,autumn,,purple
#635032,99,80,50,autumn,,brown
#AC834F,172,131,79,autumn,,gray
#EAD3A2,234,211,162,autumn,,white
#8EAB3E,142,171,62,autumn,,gray
#905E1F,144,94,31,autumn,,brown
#917432,145,116,50,autumn,,brown
#C2973D,194,151,61,autumn,,orange
#917349,145,115,73,autumn,,gray
#E9EB4E,233,235,78,autumn,,yellow
#2C1C32,44,28,50,autumn,,black
#772526,119,37,38,autumn,,brown
#AA3F2D,170,63,45,autumn,,brown
#89211D,137,33,29,autumn,,brown
#452327,69,35,39,autumn,,black
#2D3229,45,50,41,autumn,,black
#243B37,36,59,55,autumn,,black
#24403E,36,64,62,autumn,,green
#294056,41,64,86,autumn,,navy
#833638,131,54,56,autumn,,brown
#7B313A,123,49,58,autumn,,brown
#24423B,36,66,59,autumn,,green
#253E2B,37,62,43,autumn,,black
#243254,36,50,84,autumn,,navy
#372127,55,33,39,autumn,,black
#3A3625,58,54,37,autumn,,black
#233529,35,53,41,autumn,,black
#254651,37,70,81,autumn,,navy
#686136,104,97,54,autumn,,brown
#E8682C,232,104,44,autumn,,orange
#511F15,81,31,21,autumn,,brown
#982214,152,34,20,autumn,,brown
#CD3D2A,205,61,42,autumn,,brown
#97311C,151,49,28,autumn,,brown
#B6A574,182,165,116,autumn,,gray
#8B3D25,139,61,37,autumn,,brown
#C26036,194,96,54,autumn,,brown
#B67E45,182,126,69,autumn,,gray
#CAAF48,202,175,72,autumn,,orange
#FFFFFF,255,255,255,winter,,white
#CFD1D0,207,209,208,winter,,white
#EEE5B0,238,229,176,winter,,white
#EFDE86,239,222,134,winter,,white
#E48289,228,130,137,winter,,pink
#E47FA5,228,127,165,winter,,pink
#E07FBC,224,127,188,winter,,pink
#CFD2D3,207,210,211,winter,,white
#F0D5DF,240,213,223,winter,,white
#F7EC85,247,236,133,winter,,white
#64C27D,100,194,125,winter,,gray
#59BB91,89,187,145,winter,,gray
#64B6D3,100,182,211,winter,,gray
#CFD2D3,207,210,211,winter,,white
#ECE7AC,236,231,172,winter,,white
#F5E684,245,230,132,winter,,white
#C04150,192,65,80,winter,,brown
#A4313D,164,49,61,winter,,brown
#DE737D,222,115,125,winter,,pink
#07080A,7,8,10,winter,,black
#111017,17,16,23,winter,,black
#2D3638,45,54,56,winter,,black
#465960,70,89,96,winter,,gray
#131630,19,22,48,winter,,black
#080931,8,9,49,winter,,black
#050B88,5,11,136,winter,,navy
#102CC6,16,44,198,winter,,blue
#4E5C63,78,92,99,winter,,gray
#A2B1AD,162,177,173,winter,,gray
#E3E2D7,227,226,215,winter,,white
#BABFBD,186,191,189,winter,,gray
#EED4D0,238,212,208,winter,,white
#F9DA7F,249,218,127,winter,,pink
#D25862,210,88,98,winter,,brown
#CB5571,203,85,113,winter,,pink
#B94F92,185,79,146,winter,,gray
#E1DFDA,225,223,218,winter,,white
#BBC0C0,187,192,192,winter,,gray
#F9F0A2,249,240,162,winter,,white
#F9E675,249,230,117,winter,,yellow
#55B46C,85,180,108,winter,,gray
#38795F,56,121,95,winter,,gray
#4B97BF,75,151,191,winter,,gray
#DFDCD4,223,220,212,winter,,white
#C4C9C9,196,201,201,winter,,white
#E8CFD4,232,207,212,winter,,white
#F2D27D,242,210,125,winter,,pink
#D35669,211,86,105,winter,,pink
#812C3A,129,44,58,winter,,brown
#CC4F5D,204,79,93,winter,,brown
#346388,52,99,136,winter,,gray
#1F3F91,31,63,145,winter,,navy
#292E39,41,46,57,winter,,black
#2D2F37,45,47,55,winter,,black
#281F3E,40,31,62,winter,,black
#0C0081,12,0,129,winter,,navy
#260375,38,3,117,winter,,navy
#1D02BF,29,2,191,winter,,navy
#3F219C,63,33,156,winter,,navy
#490EB5,73,14,181,winter,,purple
#CCCCC5,204,204,197,winter,,white
#99A09C,153,160,156,winter,,gray
#BDE3DF,189,227,223,winter,,white
#F4CF75,244,207,117,winter,,pink
#C14444,193,68,68,winter,,brown
#D55A72,213,90,114,winter,,pink
#7A3068,122,48,104,winter,,purple
#D1D1C7,209,209,199,winter,,white
#8B9493,139,148,147,winter,,gray
#BCE6C7,188,230,199,winter,,white
#F9DB70,249,219,112,winter,,yellow
#387949,56,121,73,winter,,gray
#23493F,35,73,63,winter,,green
#2C5E81,44,94,129,winter,,gray
#C4C4BB,196,196,187,winter,,white
#9B9E9D,155,158,157,winter,,gray
#BFDFD6,191,223,214,winter,,white
#EAC37A,234,195,122,winter,,pink
#E8819F,232,129,159,winter,,pink
#903136,144,49,54,winter,,brown
#772C34,119,44,52,winter,,brown
#340A26,52,10,38,winter,,black
#3B0B41,59,11,65,winter,,navy
#60225D,96,34,93,winter,,purple
#6E2141,110,33,65,winter,,brown
#982A93,152,42,147,winter,,purple
#B456BC,180,86,188,winter,,pink
#EA5FF3,234,95,243,winter,,pink
#E73357,231,51,87,winter,,brown
#EA333A,234,51,58,winter,,brown
#D83030,216,48,48,winter,,brown
#9E9D9A,158,157,154,winter,,gray
#3D4242,61,66,66,winter,,green
#F5D4EB,245,212,235,winter,,white
#B3D367,179,211,103,winter,,gray
#CA4C6D,202,76,109,winter,,brown
#BD3B4D,189,59,77,winter,,brown
#B33D76,179,61,118,winter,,brown
#9C938B,156,147,139,winter,,gray
#B5E6EC,181,230,236,winter,,white
#CC4550,204,69,80,winter,,brown
#2B5A3E,43,90,62,winter,,green
#54A9B6,84,169,182,winter,,gray
#4783C0,71,131,192,winter,,gray
#9B9993,155,153,147,winter,,gray
#3E4445,62,68,69,winter,,gray
#B2D4E4,178,212,228,winter,,white
#91BD60,145,189,96,winter,,gray
#CD5474,205,84,116,winter,,pink
#692731,105,39,49,winter,,brown
#5A282A,90,40,42,winter,,brown
#214635,33,70,53,winter,,green
#2E6028,46,96,40,winter,,green
#366342,54,99,66,winter,,green
#62B84D,98,184,77,winter,,gray
#65BB6D,101,187,109,winter,,gray
#65CB50,101,203,80,winter,,gray
#841A21,132,26,33,winter,,brown
#75162D,117,22,45,winter,,brown
#7C1A40,124,26,64,winter,,brown
#B52643,181,38,67,winter,,brown
#5F5D58,95,93,88,winter,,gray
#141414,20,20,20,winter,,black
#D6D1EA,214,209,234,winter,,white
#88A459,136,164,89,winter,,gray
#8E3248,142,50,72,winter,,brown
#792B37,121,43,55,winter,,brown
#5F2746,95,39,70,winter,,brown
#756F6C,117,111,108,winter,,gray
#0E0E0E,14,14,14,winter,,black
#CBD4EE,203,212,238,winter,,white
#9F3344,159,51,68,winter,,brown
#22372F,34,55,47,winter,,black
#306571,48,101,113,winter,,gray
#2B5FA8,43,95,168,winter,,gray
#6D6863,109,104,99,winter,,gray
#000000,0,0,0,winter,,black
#BEC5E3,190,197,227,winter,,white
#4A6634,74,102,52,winter,,green
#702939,112,41,57,winter,,brown
#51252E,81,37,46,winter,,brown
#2F2021,47,32,33,winter,,black
#112210,17,34,16,winter,,black
#1F4228,31,66,40,winter,,green
#0F1E25,15,30,37,winter,,black
#E9FE86,233,254,134,winter,,white
#ECFEA2,236,254,162,winter,,white
#1C0B11,28,11,17,winter,,black
#F6E0FC,246,224,252,winter,,white
#D2F4F2,210,244,242,winter,,white
#E0FEE1,224,254,225,winter,,white
#FEFEFE,254,254,254,winter,,white
#D37DC3,211,125,195,winter,,pink
#6ECF8D,110,207,141,winter,,gray
#77D1DD,119,209,221,winter,,gray
#81B4DE,129,180,222,winter,,gray
#607DC3,96,125,195,winter,,gray
#847EC1,132,126,193,winter,,gray
#F5C4E6,245,196,230,winter,,white
#F097BF,240,151,191,winter,,pink
#E9A1CC,233,161,204,winter,,pink
#BE84CA,190,132,202,winter,,pink
#733966,115,57,102,winter,,purple
#4565AE,69,101,174,winter,,gray
#54AD7D,84,173,125,winter,,gray
#63C1AD,99,193,173,winter,,gray
#6FB7D9,111,183,217,winter,,gray
#7AB2DC,122,178,220,winter,,gray
#AA8DBA,170,141,186,winter,,gray
#D883A0,216,131,160,winter,,pink
#F5F1EC,245,241,236,winter,,white
#CEBFAD,206,191,173,winter,,pink
#DED9D4,222,217,212,winter,,white
#837C6D,131,124,109,winter,,gray
#403E41,64,62,65,winter,,brown
#221C17,34,28,23,winter,,black
#211E2D,33,30,45,winter,,black
#31324F,49,50,79,winter,,navy
#3A3A72,58,58,114,winter,,navy
#33447D,51,68,125,winter,,navy
#90488E,144,72,142,winter,,gray
#4FA560,79,165,96,winter,,gray
#76D2DC,118,210,220,winter,,gray
#304E9A,48,78,154,winter,,navy
#5F59A3,95,89,163,winter,,gray
#F09DD6,240,157,214,winter,,pink
#E2688C,226,104,140,winter,,pink
#CC6091,204,96,145,winter,,pink
#80539B,128,83,155,winter,,gray
#56386E,86,56,110,winter,,purple
#284089,40,64,137,winter,,navy
#2B5842,43,88,66,winter,,green
#306459,48,100,89,winter,,gray
#3979A0,57,121,160,winter,,gray
#326599,50,101,153,winter,,gray
#936A9B,147,106,155,winter,,gray
#833A50,131,58,80,winter,,brown
#4E8ABE,78,138,190,winter,,gray
#3E73A2,62,115,162,winter,,gray
#336192,51,97,146,winter,,gray
#E1DB62,225,219,98,winter,,yellow
#4A9068,74,144,104,winter,,gray
#3D6A46,61,106,70,winter,,gray
#2E4443,46,68,67,winter,,green
#B03433,176,52,51,winter,,brown
#90282C,144,40,44,winter,,brown
#742125,116,33,37,winter,,brown
#5C3068,92,48,104,winter,,purple
#2F623E,47,98,62,winter,,green
#6FC4E7,111,196,231,winter,,gray
#6993C9,105,147,201,winter,,gray
#212B50,33,43,80,winter,,navy
#242955,36,41,85,winter,,navy
#EA7FB7,234,127,183,winter,,pink
#E5679C,229,103,156,winter,,pink
#9C3967,156,57,103,winter,,brown
#5B3674,91,54,116,winter,,purple
#373976,55,57,118,winter,,navy
#252E52,37,46,82,winter,,navy
#223A34,34,58,52,winter,,black
#4A95A9,74,149,169,winter,,gray
#264C64,38,76,100,winter,,navy
#6591E7,101,145,231,winter,,gray
#4C2F4F,76,47,79,winter,,purple
#332027,51,32,39,winter,,black
#D8E8E4,216,232,228,winter,,white
#C3D8DF,195,216,223,winter,,white
#ECECC5,236,236,197,winter,,white
#F6F1EA,246,241,234,winter,,white
#F2EDE9,242,237,233,winter,,white
#BD4D87,189,77,135,winter,,gray
#B83D68,184,61,104,winter,,brown
#B7577B,183,87,123,winter,,gray
#493572,73,53,114,winter,,purple
#3C3847,60,56,71,winter,,navy
#5D4E97,93,78,151,winter,,gray
#50A493,80,164,147,winter,,gray
#4F9EC9,79,158,201,winter,,gray
#3056A1,48,86,161,winter,,gray
#2B2122,43,33,34,winter,,black
#E86CB1,232,108,177,winter,,pink
#9A3A67,154,58,103,winter,,brown
#6C2A43,108,42,67,winter,,brown
#985BA0,152,91,160,winter,,gray
#2F2C58,47,44,88,winter,,navy
#262121,38,33,33,winter,,black
#2A2F26,42,47,38,winter,,black
#336B77,51,107,119,winter,,gray
#346893,52,104,147,winter,,gray
#2C508B,44,80,139,winter,,navy
#292231,41,34,49,winter,,black
#EBFE91,235,254,145,winter,,white
#EEFEA0,238,254,160,winter,,white
#ADBF61,173,191,97,winter,,gray
#DD4F5D,221,79,93,winter,,brown
#DD383F,221,56,63,winter,,brown
#C12A29,193,42,41,winter,,brown
#78172D,120,23,45,winter,,brown
#5A0E23,90,14,35,winter,,brown
#792A43,121,42,67,winter,,brown
#3F219B,63,33,155,winter,,navy
#2F2F69,47,47,105,winter,,navy
#29524D,41,82,77,winter,,green
#2C5E7C,44,94,124,winter,,gray
#202F5C,32,47,92,winter,,navy
#231E20,35,30,32,winter,,black
#9B3567,155,53,103,winter,,brown
#4E2539,78,37,57,winter,,brown
#372330,55,35,48,winter,,black
#402B56,64,43,86,winter,,navy
#212E4B,33,46,75,winter,,navy
#2E2321,46,35,33,winter,,black
#20373D,32,55,61,winter,,black
#213142,33,49,66,winter,,navy
#1F2C48,31,44,72,winter,,navy
#2A1D22,42,29,34,winter,,black
#5F5F5F,95,95,95,winter,,gray
#97B993,151,185,147,winter,,gray
#498A3B,73,138,59,winter,,gray
#62B74F,98,183,79,winter,,gray
#27298A,39,41,138,winter,,navy
#030367,3,3,103,winter,,navy
#040B89,4,11,137,winter,,navy
#5C3EA3,92,62,163,winter,,purple
#331977,51,25,119,winter,,navy
